Electronics,Programming,Database,Data Science,Mathematics,DSA,Student Name
36,53,50,41,99,36,Student2404
30,42,15,39,41,35,Student2405
34,79,61,20,95,18,Student2406
39,64,39,73,88,99,Student2407
14,76,92,37,72,45,Student2408
94,21,60,55,29,91,Student2409
80,23,53,17,19,15,Student2410
72,46,26,78,90,82,Student2411
90,4,15,98,49,24,Student2412
59,31,41,56,8,18,Student2413
38,55,27,25,15,60,Student2414
18,61,54,84,45,12,Student2415
72,18,76,59,82,75,Student2416
61,21,40,8,33,7,Student2417
4,80,79,17,88,98,Student2418
24,57,51,0,11,1,Student2419
28,21,98,50,96,77,Student2420
18,11,94,49,100,27,Student2421
73,74,79,66,43,56,Student2422
3,7,20,46,38,50,Student2423
30,79,50,91,6,95,Student2424
0,13,50,42,70,7,Student2425
68,98,2,58,56,92,Student2426
21,7,23,44,14,4,Student2427
79,93,52,54,72,98,Student2428
30,60,27,29,53,91,Student2429
100,49,4,51,52,86,Student2430
80,84,48,40,69,48,Student2431
73,32,71,13,15,19,Student2432
60,50,3,86,90,48,Student2433
74,60,18,22,7,25,Student2434
21,92,84,61,69,50,Student2435
56,60,11,31,64,67,Student2436
95,85,69,1,79,89,Student2437
87,76,18,3,32,99,Student2438
49,1,8,60,70,64,Student2439
97,74,2,66,87,12,Student2440
35,56,6,93,47,70,Student2441
28,24,81,73,14,38,Student2442
80,60,60,1,83,50,Student2443
65,3,56,76,43,32,Student2444
89,91,76,17,27,18,Student2445
82,47,15,29,73,3,Student2446
46,11,95,63,9,59,Student2447
85,46,46,99,50,73,Student2448
36,6,75,60,94,73,Student2449
45,66,39,100,60,64,Student2450
83,6,54,91,53,34,Student2451
54,26,17,6,15,8,Student2452
57,33,27,43,97,49,Student2453
12,32,88,97,83,58,Student2454
16,33,63,21,16,7,Student2455
36,45,75,4,98,66,Student2456
83,10,31,29,92,31,Student2457
11,44,8,6,14,33,Student2458
57,52,17,31,98,14,Student2459
74,11,37,93,35,11,Student2460
28,14,16,54,14,34,Student2461
27,42,20,34,66,46,Student2462
14,16,59,99,14,59,Student2463
46,67,93,99,10,13,Student2464
11,26,27,0,86,86,Student2465
8,2,32,14,47,59,Student2466
81,35,7,37,78,76,Student2467
39,61,29,94,70,16,Student2468
24,74,78,77,96,22,Student2469
19,38,6,46,74,82,Student2470
89,32,89,92,70,59,Student2471
38,51,59,75,82,26,Student2472
88,75,73,13,51,42,Student2473
40,99,81,30,48,72,Student2474
46,39,70,61,5,1,Student2475
13,5,25,99,0,20,Student2476
40,60,18,25,75,98,Student2477
94,33,66,90,47,29,Student2478
27,4,32,66,10,42,Student2479
33,35,47,1,20,3,Student2480
29,32,47,64,33,50,Student2481
26,60,23,70,58,17,Student2482
9,98,25,66,82,23,Student2483
34,88,26,5,47,72,Student2484
67,86,27,89,80,93,Student2485
69,98,37,96,18,82,Student2486
19,19,91,97,88,80,Student2487
51,81,14,15,91,27,Student2488
12,65,93,54,68,43,Student2489
51,98,94,23,1,4,Student2490
35,83,36,37,52,86,Student2491
100,58,26,43,6,36,Student2492
99,16,4,14,71,38,Student2493
66,98,29,100,44,14,Student2494
60,25,96,88,66,46,Student2495
18,96,15,57,88,8,Student2496
52,25,16,95,64,96,Student2497
42,25,26,55,26,65,Student2498
52,88,81,66,68,96,Student2499
87,91,94,11,61,14,Student2500
7,100,88,42,16,3,Student2501
36,40,94,7,14,15,Student2502
10,9,47,57,93,34,Student2503
80,63,50,95,7,92,Student2504
58,33,99,80,37,4,Student2505
99,21,27,20,45,14,Student2506
55,0,21,38,7,52,Student2507
77,58,38,54,2,82,Student2508
23,31,76,50,65,92,Student2509
18,58,38,47,69,70,Student2510
64,16,73,71,2,88,Student2511
79,61,86,32,98,11,Student2512
83,30,46,37,66,33,Student2513
0,27,95,9,100,87,Student2514
80,95,8,62,26,59,Student2515
27,64,80,76,62,57,Student2516
39,59,57,56,96,73,Student2517
24,43,20,29,17,33,Student2518
65,73,43,80,5,93,Student2519
42,61,31,97,23,78,Student2520
67,50,5,94,63,40,Student2521
100,56,97,38,31,45,Student2522
89,3,44,27,12,76,Student2523
94,10,73,67,5,94,Student2524
16,16,87,57,16,31,Student2525
86,44,50,35,95,27,Student2526
79,11,80,7,69,13,Student2527
15,72,54,9,55,14,Student2528
89,61,44,29,5,75,Student2529
99,26,20,1,2,32,Student2530
77,52,75,61,98,54,Student2531
78,73,32,94,32,21,Student2532
52,49,36,31,63,27,Student2533
88,74,31,2,12,71,Student2534
64,33,86,39,0,93,Student2535
2,71,97,18,6,8,Student2536
45,61,20,67,77,4,Student2537
47,11,35,78,81,85,Student2538
94,58,20,10,13,8,Student2539
56,91,44,47,5,32,Student2540
23,19,24,91,28,46,Student2541
0,76,2,0,82,0,Student2542
98,17,23,29,34,21,Student2543
89,91,65,52,33,16,Student2544
8,59,86,18,78,45,Student2545
95,60,54,86,13,86,Student2546
14,32,19,43,22,28,Student2547
39,89,43,95,75,24,Student2548
95,73,50,1,25,13,Student2549
47,34,45,98,76,43,Student2550
39,41,48,18,50,74,Student2551
58,22,68,84,88,90,Student2552
68,80,28,36,56,31,Student2553
22,30,96,20,65,93,Student2554
56,21,61,79,22,71,Student2555
73,16,38,3,48,24,Student2556
1,24,75,13,10,1,Student2557
11,60,94,8,42,36,Student2558
5,51,18,83,16,0,Student2559
82,98,77,48,87,7,Student2560
57,24,55,35,63,80,Student2561
54,4,80,32,72,53,Student2562
15,55,71,29,12,69,Student2563
99,74,27,26,78,74,Student2564
1,21,58,67,55,91,Student2565
46,48,37,39,96,3,Student2566
3,16,5,63,2,90,Student2567
14,55,13,33,99,26,Student2568
81,92,81,30,28,42,Student2569
84,60,68,22,12,66,Student2570
79,64,44,92,59,1,Student2571
45,16,34,73,3,87,Student2572
38,23,48,90,87,66,Student2573
70,84,92,40,4,97,Student2574
88,91,2,18,62,90,Student2575
97,6,100,15,87,41,Student2576
99,49,7,56,100,93,Student2577
67,42,2,96,83,63,Student2578
10,82,94,97,44,68,Student2579
13,37,18,34,62,86,Student2580
85,52,62,49,33,13,Student2581
62,30,37,44,37,80,Student2582
1,62,46,77,32,87,Student2583
36,87,41,23,36,59,Student2584
53,74,23,24,59,68,Student2585
58,49,56,61,5,62,Student2586
71,69,49,19,3,44,Student2587
25,63,86,31,98,22,Student2588
94,23,20,39,59,41,Student2589
33,32,63,28,34,82,Student2590
64,28,47,78,68,86,Student2591
67,68,42,96,18,4,Student2592
29,20,87,48,14,30,Student2593
82,92,74,74,57,73,Student2594
67,55,76,79,15,25,Student2595
37,53,97,14,89,74,Student2596
100,82,27,52,54,98,Student2597
38,45,15,56,59,92,Student2598
51,64,83,72,87,80,Student2599
34,32,68,89,79,85,Student2600
2,7,43,65,40,60,Student2601
25,78,45,40,96,94,Student2602
97,54,26,58,28,34,Student2603
57,18,51,53,28,33,Student2604
80,22,26,80,33,87,Student2605
4,41,32,14,97,98,Student2606
90,78,95,67,68,36,Student2607
7,24,82,20,76,61,Student2608
25,6,40,90,8,25,Student2609
3,34,46,20,65,17,Student2610
78,77,85,72,49,62,Student2611
31,49,17,99,28,39,Student2612
44,13,22,4,65,49,Student2613
4,74,45,36,75,6,Student2614
82,31,44,7,40,45,Student2615
35,30,42,66,7,85,Student2616
26,36,57,50,7,68,Student2617
27,82,20,78,30,80,Student2618
94,24,23,3,79,21,Student2619
85,75,72,34,92,33,Student2620
87,77,56,31,30,82,Student2621
95,56,23,100,85,55,Student2622
33,64,60,17,99,71,Student2623
19,52,2,75,52,79,Student2624
40,78,80,30,86,76,Student2625
26,33,80,98,14,34,Student2626
71,5,69,91,20,96,Student2627
47,71,59,11,57,81,Student2628
7,41,66,14,37,63,Student2629
84,41,43,56,24,43,Student2630
91,58,96,88,69,74,Student2631
8,50,41,87,26,35,Student2632
34,13,15,53,68,68,Student2633
79,83,61,50,19,43,Student2634
68,13,67,79,54,11,Student2635
82,40,59,83,71,35,Student2636
15,88,45,79,71,45,Student2637
13,70,77,27,98,32,Student2638
91,3,94,97,23,56,Student2639
100,47,60,79,41,48,Student2640
48,98,41,71,49,1,Student2641
38,88,35,54,44,83,Student2642
2,51,58,75,28,96,Student2643
71,56,0,63,27,98,Student2644
21,95,7,33,87,98,Student2645
6,46,27,34,91,29,Student2646
64,15,83,10,48,30,Student2647
6,38,50,98,39,83,Student2648
20,33,65,16,1,82,Student2649
73,22,37,66,90,57,Student2650
64,69,38,71,72,95,Student2651
61,13,71,30,95,43,Student2652
9,88,16,85,32,93,Student2653
68,96,34,75,5,34,Student2654
46,21,85,4,23,25,Student2655
47,20,42,88,18,26,Student2656
96,91,8,40,72,52,Student2657
75,62,59,11,1,82,Student2658
97,82,71,55,74,60,Student2659
75,61,83,94,27,78,Student2660
14,59,19,68,5,4,Student2661
75,87,84,20,11,69,Student2662
33,6,37,22,83,38,Student2663
84,10,38,11,4,75,Student2664
79,81,0,26,50,68,Student2665
53,31,65,83,80,81,Student2666
73,65,98,62,56,63,Student2667
19,52,31,24,46,81,Student2668
98,3,70,92,23,24,Student2669
11,2,41,52,68,71,Student2670
50,6,33,1,97,32,Student2671
59,55,90,51,13,28,Student2672
27,71,37,68,11,60,Student2673
85,17,47,95,71,54,Student2674
36,87,4,7,39,27,Student2675
64,75,68,78,99,100,Student2676
52,38,88,18,99,44,Student2677
27,25,89,71,19,66,Student2678
86,95,91,91,63,67,Student2679
63,40,40,52,66,42,Student2680
64,23,3,63,53,30,Student2681
73,23,11,3,40,37,Student2682
12,57,1,15,28,1,Student2683
29,41,78,2,80,94,Student2684
73,48,17,69,55,85,Student2685
55,83,96,47,6,83,Student2686
48,95,4,82,46,2,Student2687
71,4,77,55,13,42,Student2688
22,62,8,49,31,45,Student2689
27,96,89,39,77,68,Student2690
94,67,66,52,69,96,Student2691
62,22,97,15,98,78,Student2692
23,56,57,70,99,34,Student2693
72,12,90,21,100,19,Student2694
59,22,93,18,40,0,Student2695
74,1,21,79,49,55,Student2696
98,62,40,18,68,57,Student2697
75,12,27,48,66,46,Student2698
27,7,67,77,15,90,Student2699
73,68,36,53,35,73,Student2700
64,0,86,72,55,85,Student2701
83,60,15,34,20,33,Student2702
69,45,13,79,94,99,Student2703
17,62,51,54,6,97,Student2704
50,38,55,6,73,75,Student2705
41,55,66,99,64,15,Student2706
35,66,17,35,44,31,Student2707
22,11,63,83,82,18,Student2708
42,33,96,98,75,85,Student2709
18,78,16,36,23,95,Student2710
23,49,68,13,35,84,Student2711
84,25,23,71,100,46,Student2712
29,8,37,33,86,20,Student2713
50,76,20,80,82,92,Student2714
61,39,8,12,50,37,Student2715
59,87,89,25,100,70,Student2716
36,49,77,9,13,67,Student2717
77,45,53,89,37,18,Student2718
2,86,39,20,89,75,Student2719
40,77,94,10,27,44,Student2720
31,78,29,98,87,68,Student2721
69,69,39,52,31,2,Student2722
95,69,65,58,84,36,Student2723
84,36,22,91,93,32,Student2724
94,38,42,27,95,69,Student2725
29,75,78,45,31,22,Student2726
59,35,96,45,92,86,Student2727
26,67,74,74,50,15,Student2728
100,78,85,10,70,36,Student2729
5,17,67,71,32,77,Student2730
82,87,3,79,29,51,Student2731
45,48,27,96,34,12,Student2732
26,90,76,61,91,4,Student2733
42,56,88,10,80,78,Student2734
37,26,91,37,24,41,Student2735
12,60,47,11,0,92,Student2736
34,40,1,49,80,46,Student2737
36,51,40,29,76,77,Student2738
17,32,27,40,92,97,Student2739
24,41,90,50,67,11,Student2740
22,87,85,13,51,76,Student2741
17,73,75,64,93,96,Student2742
16,6,95,69,10,93,Student2743
84,35,37,56,7,28,Student2744
49,33,87,9,14,37,Student2745
28,55,55,78,16,24,Student2746
59,74,3,72,44,51,Student2747
51,91,45,12,100,25,Student2748
72,15,3,60,49,35,Student2749
31,61,14,90,68,79,Student2750
91,68,90,62,47,84,Student2751
50,43,92,26,3,10,Student2752
62,8,70,35,85,80,Student2753
24,26,35,9,36,97,Student2754
60,25,99,24,81,82,Student2755
12,71,34,38,22,90,Student2756
30,55,38,42,77,66,Student2757
82,55,12,49,97,33,Student2758
84,15,72,98,78,48,Student2759
15,20,7,19,36,89,Student2760
92,50,78,7,100,62,Student2761
84,53,70,4,36,37,Student2762
79,8,88,52,87,38,Student2763
71,78,90,31,70,4,Student2764
35,63,40,100,7,97,Student2765
26,2,29,7,55,37,Student2766
23,91,11,43,18,12,Student2767
77,88,62,56,87,34,Student2768
79,32,99,81,84,55,Student2769
42,18,9,80,0,52,Student2770
88,1,76,99,24,99,Student2771
44,56,72,46,0,34,Student2772
83,68,60,75,4,39,Student2773
79,90,77,59,68,43,Student2774
29,33,71,21,88,1,Student2775
93,52,99,82,48,76,Student2776
19,1,11,33,49,98,Student2777
96,95,57,32,62,17,Student2778
100,37,51,92,25,71,Student2779
84,73,60,92,31,24,Student2780
94,51,30,61,9,76,Student2781
48,4,3,18,13,22,Student2782
73,94,56,4,29,42,Student2783
35,18,80,52,0,90,Student2784
89,33,41,5,44,8,Student2785
46,92,57,67,88,51,Student2786
4,94,63,48,6,67,Student2787
25,13,16,20,68,19,Student2788
67,83,95,75,48,12,Student2789
51,3,67,40,80,80,Student2790
89,17,30,54,97,34,Student2791
82,66,66,57,89,75,Student2792
65,87,28,11,48,44,Student2793
41,40,35,33,14,69,Student2794
73,3,25,63,46,24,Student2795
50,47,90,34,29,95,Student2796
6,0,58,95,52,28,Student2797
10,66,63,91,16,17,Student2798
85,78,0,65,1,57,Student2799
40,60,83,66,99,4,Student2800
59,39,36,26,56,42,Student2801
60,57,63,71,15,2,Student2802
18,65,69,89,47,76,Student2803
91,32,19,40,69,100,Student2804
39,5,46,2,91,92,Student2805
89,74,40,15,40,92,Student2806
77,73,49,19,49,24,Student2807
3,1,56,20,99,11,Student2808
32,63,75,58,2,53,Student2809
97,37,100,30,1,0,Student2810
100,95,40,63,40,52,Student2811
13,41,3,88,25,66,Student2812
16,36,26,23,88,38,Student2813
61,65,40,51,37,45,Student2814
20,60,56,63,76,93,Student2815
80,52,80,12,98,25,Student2816
61,70,5,34,43,85,Student2817
69,85,32,19,64,37,Student2818
78,56,58,43,35,34,Student2819
2,53,9,43,0,3,Student2820
30,49,78,45,97,96,Student2821
14,67,66,82,38,39,Student2822
54,73,34,31,24,17,Student2823
28,73,10,38,70,60,Student2824
53,0,50,74,19,70,Student2825
17,43,99,86,42,25,Student2826
12,1,42,72,42,5,Student2827
92,22,12,77,28,11,Student2828
22,92,12,71,0,23,Student2829
59,47,88,56,42,46,Student2830
33,8,67,67,48,73,Student2831
48,38,100,74,58,40,Student2832
8,25,91,51,41,21,Student2833
18,4,53,8,73,35,Student2834
20,61,81,6,97,25,Student2835
85,40,18,57,28,90,Student2836
0,6,5,91,66,27,Student2837
41,15,86,75,51,66,Student2838
12,66,75,81,65,8,Student2839
28,37,91,21,49,72,Student2840
42,74,7,88,16,83,Student2841
82,85,0,20,91,90,Student2842
40,94,54,18,34,98,Student2843
35,54,71,83,18,64,Student2844
69,23,24,47,85,49,Student2845
61,54,64,0,45,57,Student2846
8,66,14,64,89,33,Student2847
4,67,73,13,23,23,Student2848
32,61,42,65,64,87,Student2849
34,59,79,96,4,100,Student2850
34,92,80,14,85,52,Student2851
43,57,29,17,69,41,Student2852
27,79,21,59,26,19,Student2853
30,10,0,17,30,64,Student2854
11,21,96,31,87,85,Student2855
77,6,51,81,77,7,Student2856
17,85,30,87,56,97,Student2857
3,56,67,2,28,17,Student2858
71,39,99,37,6,12,Student2859
41,97,42,85,53,31,Student2860
76,54,24,51,54,23,Student2861
57,19,23,58,72,27,Student2862
34,34,14,11,28,7,Student2863
38,12,100,54,79,7,Student2864
57,39,41,65,36,97,Student2865
5,20,97,41,58,20,Student2866
23,66,96,34,93,36,Student2867
15,16,80,80,40,95,Student2868
97,31,86,68,3,9,Student2869
19,65,91,20,73,67,Student2870
35,66,93,18,61,70,Student2871
92,59,90,91,36,82,Student2872
95,59,36,24,28,87,Student2873
33,72,86,13,51,55,Student2874
63,40,0,9,38,100,Student2875
41,61,46,77,43,3,Student2876
24,3,72,23,52,40,Student2877
7,64,80,20,58,15,Student2878
45,70,94,85,86,16,Student2879
84,31,3,78,40,89,Student2880
91,0,89,88,45,61,Student2881
57,2,17,30,67,94,Student2882
18,61,2,62,8,2,Student2883
82,98,63,97,24,46,Student2884
67,79,78,96,31,22,Student2885
74,45,15,25,10,48,Student2886
2,3,37,70,13,23,Student2887
67,62,44,94,21,14,Student2888
34,17,39,65,27,77,Student2889
12,59,90,22,86,12,Student2890
47,15,88,50,91,66,Student2891
62,54,32,82,37,54,Student2892
25,8,100,18,66,7,Student2893
74,27,0,67,91,100,Student2894
25,28,25,35,3,28,Student2895
87,19,35,7,79,32,Student2896
59,84,87,12,12,76,Student2897
55,53,36,46,10,59,Student2898
68,40,52,67,27,10,Student2899
56,11,10,95,86,0,Student2900
97,14,41,59,26,8,Student2901
1,6,51,32,100,9,Student2902
61,83,65,8,70,44,Student2903
11,8,90,37,47,83,Student2904
94,35,42,70,90,98,Student2905
78,5,68,47,0,55,Student2906
52,92,96,9,53,76,Student2907
99,67,71,13,44,91,Student2908
90,57,90,26,17,85,Student2909
24,70,9,32,98,7,Student2910
51,88,96,80,33,5,Student2911
9,17,26,85,40,55,Student2912
9,44,91,88,85,47,Student2913
64,45,25,58,47,52,Student2914
23,12,26,2,91,7,Student2915
67,18,70,63,3,16,Student2916
1,26,57,0,13,50,Student2917
59,38,5,59,58,100,Student2918
38,82,23,94,47,45,Student2919
75,23,76,18,73,59,Student2920
36,25,82,19,43,91,Student2921
30,38,26,79,18,40,Student2922
73,0,26,44,1,50,Student2923
32,3,30,40,15,89,Student2924
29,74,81,77,79,54,Student2925
56,19,6,29,53,80,Student2926
84,21,28,82,55,89,Student2927
91,84,93,50,1,56,Student2928
73,75,25,80,52,56,Student2929
88,36,52,41,71,96,Student2930
32,94,16,59,11,66,Student2931
24,88,67,19,60,61,Student2932
36,43,54,47,59,89,Student2933
17,62,5,87,38,76,Student2934
64,44,16,46,96,40,Student2935
20,40,8,10,6,56,Student2936
46,42,89,48,29,75,Student2937
2,19,29,88,38,100,Student2938
25,59,76,5,52,45,Student2939
76,38,39,95,20,57,Student2940
36,40,84,58,100,73,Student2941
89,59,73,53,68,48,Student2942
47,53,36,67,87,70,Student2943
70,59,45,39,53,14,Student2944
13,10,73,30,93,53,Student2945
67,38,94,37,63,28,Student2946
94,55,79,64,11,46,Student2947
3,8,47,81,37,79,Student2948
77,4,78,92,51,35,Student2949
83,66,65,54,42,18,Student2950
17,79,12,34,12,68,Student2951
13,93,54,83,84,60,Student2952
31,94,66,78,17,98,Student2953
6,48,88,42,100,40,Student2954
54,82,68,41,38,24,Student2955
69,51,31,99,41,67,Student2956
99,52,95,42,21,39,Student2957
88,63,69,64,34,9,Student2958
32,13,81,75,67,49,Student2959
64,46,3,96,44,94,Student2960
89,50,11,4,76,9,Student2961
85,20,46,25,42,46,Student2962
71,12,97,7,66,29,Student2963
54,52,98,63,99,67,Student2964
57,74,59,94,16,11,Student2965
6,9,94,16,41,32,Student2966
14,88,33,88,95,6,Student2967
5,89,69,6,92,65,Student2968
39,13,89,23,32,13,Student2969
66,4,97,5,58,28,Student2970
77,24,19,2,46,81,Student2971
92,44,68,39,27,76,Student2972
78,87,59,4,96,94,Student2973
38,49,12,97,78,75,Student2974
17,41,16,32,39,63,Student2975
43,25,96,47,45,76,Student2976
98,18,74,47,56,76,Student2977
16,29,99,53,16,61,Student2978
57,16,69,1,85,69,Student2979
29,19,8,19,7,37,Student2980
78,10,26,59,93,38,Student2981
86,88,25,46,3,86,Student2982
3,59,12,47,89,61,Student2983
65,24,60,86,78,60,Student2984
4,56,47,24,44,25,Student2985
93,75,41,20,50,78,Student2986
39,96,32,1,84,16,Student2987
59,48,65,39,43,18,Student2988
40,34,40,40,84,84,Student2989
32,62,80,59,18,24,Student2990
23,31,8,0,72,12,Student2991
5,42,59,63,86,50,Student2992
65,27,91,1,15,19,Student2993
25,77,16,25,81,80,Student2994
99,48,91,92,32,88,Student2995
65,93,65,72,0,46,Student2996
51,67,65,73,86,48,Student2997
45,49,61,45,91,64,Student2998
82,76,6,49,40,61,Student2999
61,81,55,64,57,72,Student3000
64,39,75,71,19,78,Student3001
94,64,25,66,65,57,Student3002
76,5,60,24,31,87,Student3003
95,15,63,3,22,77,Student3004
35,73,3,92,85,37,Student3005
56,96,90,61,19,22,Student3006
54,99,23,10,56,3,Student3007
95,10,72,26,46,75,Student3008
96,12,51,71,7,58,Student3009
93,16,99,7,20,60,Student3010
1,97,53,22,81,42,Student3011
15,98,45,47,47,50,Student3012
45,70,72,87,20,97,Student3013
83,89,89,93,13,95,Student3014
81,83,8,14,41,21,Student3015
21,30,53,77,22,8,Student3016
64,0,16,3,15,83,Student3017
14,96,33,60,41,24,Student3018
55,51,82,9,79,58,Student3019
36,35,85,3,66,74,Student3020
43,49,84,80,35,15,Student3021
100,36,14,57,29,28,Student3022
16,49,1,94,36,64,Student3023
36,89,33,64,43,35,Student3024
80,3,21,8,94,62,Student3025
63,21,36,50,82,99,Student3026
3,27,90,14,89,65,Student3027
2,42,85,43,11,53,Student3028
15,66,58,72,12,14,Student3029
81,96,57,95,94,7,Student3030
35,44,92,64,82,85,Student3031
67,73,12,74,71,66,Student3032
70,67,6,2,37,62,Student3033
47,33,70,90,26,48,Student3034
49,7,75,72,50,91,Student3035
87,62,77,89,15,78,Student3036
82,47,68,94,53,56,Student3037
12,87,62,42,51,82,Student3038
76,10,42,32,13,45,Student3039
15,29,40,48,35,96,Student3040
58,70,77,14,47,61,Student3041
27,58,56,69,65,57,Student3042
18,33,47,70,13,27,Student3043
18,9,97,17,4,20,Student3044
24,20,41,21,100,86,Student3045
61,87,38,59,56,54,Student3046
55,40,46,99,7,62,Student3047
24,71,25,18,52,5,Student3048
31,11,4,56,76,44,Student3049
17,46,77,39,99,91,Student3050
9,46,73,30,53,29,Student3051
61,59,82,3,76,30,Student3052
1,72,33,34,30,12,Student3053
38,45,13,47,54,17,Student3054
28,67,2,67,95,50,Student3055
23,90,11,0,25,78,Student3056
68,8,46,35,69,76,Student3057
20,59,61,27,52,0,Student3058
69,35,91,18,52,12,Student3059
